Kanji#Reading#JLPT#Type#Meaning
['意外']#[['いがい']]#4#['&adj-na;', '&adv-to;', '&n;']#['unexpected', 'surprising']
['円転']#[['えんてん']]#4#['&adj-t;', '&adv-to;']#['orotund', 'smooth circular motion', 'spherical', 'rolling smoothly', '(with) smooth circular motion']
['茫洋']#[['ぼうよう']]#4#['&adj-t;', '&adv-to;']#['vast', 'limitless', 'boundless']
['青々']#[['あおあお']]#4#['&adv;', '&adv-to;']#['verdant', 'fresh and green', 'bright green', 'lush']
['赤々']#[['あかあか']]#4#['&adv;', '&adv-to;']#['bright red', 'bright']
['明々']#[['あかあか']]#4#['&adv;', '&adv-to;']#['brightly lit', 'brightly lighted', 'lit up', 'lighted up']
['区々']#[['くく']]#4#['&adj-t;', '&adv-to;']#['petty', 'trivial', 'insignificant', 'trifling']
['黒々']#[['くろぐろ']]#4#['&adv;', '&adv-to;', '&n;']#['in deep black', 'in jet black']
['正々']#[['せいせい']]#4#['&adj-t;', '&adv-to;']#['accurate', 'exact', 'punctual', 'neat']
['切々']#[['せつせつ']]#4#['&adj-t;', '&adv-to;']#['passionate', 'fervent']
['着々']#[['ちゃくちゃく']]#4#['&adv;', '&adv-to;']#['steadily']
['堂々']#[['どうどう']]#4#['&adj-t;', '&adv-to;']#['magnificent', 'grand', 'impressive', 'dignified', 'majestic', 'imposing', 'stately']
['便々']#[['べんべん']]#4#['&adj-t;', '&adv-to;']#['protuberant', 'paunchy']
['転']#[['くるり']]#4#['&adv;', '&adv-to;']#['turning around (once)']
['暗澹']#[['あんたん']]#4#['&adj-t;', '&adv-to;']#['dark', 'gloomy', 'somber', 'depressing']
['転々']#[['てんてん']]#4#['&adv;', '&adv-to;', '&n;', '&vs;']#['moving from place to place', 'being passed around repeatedly']
['洋々']#[['ようよう']]#4#['&adj-t;', '&adv-to;']#['broad', 'vast', 'boundless', 'wide']
['楽々']#[['らくらく'], ['ラクラク']]#4#['&adv;', '&adv-to;']#['comfortably', 'easily']
['森々']#[['しんしん']]#4#['&adj-t;', '&adv-to;']#['dense with trees', 'deeply forested']
['宛転']#[['えんてん']]#4#['&adj-t;', '&adv-to;']#['eloquent', 'fluent', 'smooth-spoken', 'sonorous', 'facile', 'silver-tongued']
['寒気凛々']#[['かんきりんりん']]#4#['&adj-t;', '&adv-to;']#['it (the weather) being piercing (bitterly) cold']
['人心恟々']#[['じんしんきょうきょう']]#4#['&adj-t;', '&adv-to;']#['the people being panic-stricken (in alarm)']
['名声赫々']#[['めいせいかっかく'], ['めいせいかくかく']]#4#['&adj-t;', '&adv-to;']#['of great renown', 'highly illustrious', \"at the zenith of one's fame\"]
['名声嘖々']#[['めいせいさくさく']]#4#['&adj-t;', '&adv-to;']#['highly renowned', \"on everybody's lips\", 'enjoying a high reputation']
['発止']#[['はっし']]#4#['&adv-to;']#['with a loud clack']
['習習']#[['しゅうしゅう']]#4#['&adj-t;', '&adv-to;']#['gentle breeze']
['早々']#[['はやばや']]#4#['&adv;', '&adv-to;']#['early', 'quickly', 'promptly']
['暗々']#[['あんあん']]#4#['&adj-t;', '&adv-to;']#['dark', 'gloomy']
