Kanji#Reading#JLPT#Type#Meaning
['依然']#[['いぜん']]#2#['&adj-t;', '&adv-to;', '&adv;']#['still', 'as yet', 'as it has been']
['確固']#[['かっこ']]#2#['&adj-t;', '&adv-to;']#['firm', 'unshakeable', 'resolute']
['荒涼']#[['こうりょう']]#2#['&adj-t;', '&adv-to;']#['desolate', 'dreary', 'bleak']
['刻々']#[['こっこく'], ['こくこく']]#2#['&adv;', '&adv-to;']#['moment by moment', 'hour by hour']
['刻一刻']#[['こくいっこく']]#2#['&adv;', '&adv-to;']#['moment by moment', 'hour by hour']
['雑然']#[['ざつぜん']]#2#['&adj-t;', '&adv-to;']#['messy', 'untidy', 'disorderly', 'higgledy-piggledy']
['純然']#[['じゅんぜん']]#2#['&adj-t;', '&adv-to;']#['absolute', 'complete', 'utter', 'pure', 'sheer']
['蒸し蒸し']#[['むしむし']]#2#['&adv;', '&adv-to;', '&vs;']#['hot and humid']
['伸び伸び']#[['のびのび']]#2#['&adv;', '&adv-to;', '&vs;']#['comfortably', 'peacefully', \"with one's mind at ease\", 'calmly', 'without worries']
['断固']#[['だんこ']]#2#['&adj-t;', '&adv-to;']#['firm', 'determined', 'resolute', 'conclusive']
['判然']#[['はんぜん']]#2#['&adj-t;', '&adv-to;']#['clear', 'distinct', 'evident', 'definite']
['浮き浮き']#[['うきうき'], ['ウキウキ']]#2#['&adv;', '&adv-to;', '&vs;']#['cheerfully', 'buoyantly', 'happily', 'in high spirits']
['延々']#[['えんえん']]#2#['&adj-t;', '&adv-to;']#['forever', 'endlessly', 'on and on']
['確り']#[['しっかり']]#2#['&adv;', '&adv-to;', '&vs;']#['tightly (holding on)', 'firmly', 'securely']
['段々']#[['だんだん']]#2#['&adv;', '&adv-to;']#['gradually', 'by degrees', 'little by little', 'more and more', 'increasingly']
['遅々']#[['ちち']]#2#['&adj-t;', '&adv-to;']#['slow', 'lagging', 'tardy']
['易々']#[['やすやす']]#2#['&adv;', '&adv-to;']#['easily', 'readily', 'with ease', 'without trouble']
['怖ず怖ず']#[['おずおず'], ['オズオズ']]#2#['&adv-to;']#['timidly', 'nervously', 'with nervous diffidence', 'trembling with fear']
['群々']#[['むらむら'], ['ムラムラ']]#2#['&adv;', '&adv-to;']#['irresistibly', 'suddenly']
['沸々']#[['ふつふつ']]#2#['&adv-to;']#['simmer', 'bubble out', 'flow out']
['連綿']#[['れんめん']]#2#['&adj-t;', '&adv-to;']#['unbroken', 'uninterrupted', 'on and on', 'continuous']
['断々固']#[['だんだんこ']]#2#['&adj-t;', '&adv-to;']#['firm', 'resolute', 'absolutely']
['恐々']#[['こわごわ']]#2#['&adv;', '&adv-to;']#['fearfully', 'timidly', 'cautiously', 'nervously']
['居然']#[['きょぜん']]#2#['&adj-t;', '&adv-to;']#['calm or at rest', 'having nothing to do', 'still']
['超然']#[['ちょうぜん']]#2#['&adj-t;', '&adv-to;']#['detached', 'aloof', 'indifferent']
['滴々']#[['てきてき']]#2#['&adj-t;', '&adv-to;']#['dripping', 'trickling']
['神色自若']#[['しんしょくじじゃく']]#2#['&adj-t;', '&adv-to;']#['perfect composure', 'calm and collected']
['綿々']#[['めんめん']]#2#['&adj-t;', '&adv-to;']#['unbroken', 'endless', 'continuous']
['確然']#[['かくぜん']]#2#['&adj-t;', '&adv-to;']#['definite', 'positive']
['恋々']#[['れんれん']]#2#['&adj-t;', '&adv-to;', '&n;', '&vs;', '&adj-na;']#['affectionately attached', 'reluctant to part']
['蕭条']#[['しょうじょう']]#2#['&adj-t;', '&adv-to;']#['dreary', 'bleak', 'lonely', 'lonesome', 'desolate']
['溶溶']#[['ようよう']]#2#['&adj-t;', '&adv-to;']#['vast', 'overflowing with water', 'spacious']
['春日遅々']#[['しゅんじつちち']]#2#['&adj-t;', '&adv-to;']#['long and balmy (of a spring day)']
['縷々綿々']#[['るるめんめん']]#2#['&adj-t;', '&adv-to;']#['going on and on in tedious detail']
['好評嘖々']#[['こうひょうさくさく']]#2#['&adj-t;', '&adv-to;']#['enjoying great popularity', 'receiving widespread high praise', 'being a great success with the public']
