Kanji#Reading#JLPT#Type#Meaning
['あうんの呼吸']#[['あうんのこきゅう']]#2#['&exp;', '&n;']#['the harmonizing, mentally and physically, of two parties engaged in an activity', 'singing from the same hymn-sheet', 'dancing to the same beat']
['彼処']#[['あそこ'], ['あすこ'], ['かしこ'], ['アソコ'], ['あしこ'], ['あこ']]#2#['&pn;']#['there', 'over there', 'that place', 'yonder', 'you-know-where']
['甘子']#[['あまご'], ['アマゴ']]#2#['&n;']#['land-locked variety of red-spotted masu trout (Oncorhynchus masou ishikawae)', 'amago']
['彼']#[['あれ'], ['あ']]#2#['&pn;']#['that', 'that thing']
['否々']#[['いやいや'], ['いえいえ']]#2#['&int;']#['no!', 'no no!', 'no, not at all']
['御田']#[['おでん']]#2#['&n;']#['oden', {'_': 'dish of various ingredients, e.g. egg, daikon, potato, chikuwa, konnyaku, etc. stewed in soy-flavored dashi', '$': {'g_type': 'expl'}}]
['御襁褓気触れ']#[['おむつかぶれ'], ['オムツかぶれ']]#2#['&n;']#['diaper rash', 'nappy rash']
['お菓子']#[['おかし']]#2#['&n;']#['confections', 'sweets', 'candy', 'cake']
['お見舞い']#[['おみまい']]#2#['&n;']#['calling on someone who is ill', 'enquiry', 'inquiry']
['お仕舞い']#[['おしまい']]#2#['&n;']#['the end', 'closing', 'being done for']
['お召し']#[['おめし']]#2#['&n;']#['summoning', 'calling', 'riding', 'wearing', 'dressing', 'clothing']
['お召し物']#[['おめしもの']]#2#['&n;']#['clothing']
['お新香']#[['おしんこ']]#2#['&n;']#['pickled vegetables', 'pickles']
['お祖父さん']#[['おじいさん']]#2#['&n;']#['grandfather']
['お祖母さん']#[['おばあさん'], ['おばーさん']]#2#['&n;']#['grandmother']
['お袋']#[['おふくろ'], ['オフクロ']]#2#['&n;']#[\"one's mother\"]
['お宅']#[['おたく']]#2#['&n;']#['your house', 'your home', 'your family']
['お腹']#[['おなか']]#2#['&n;']#['belly', 'abdomen', 'stomach']
['お坊ちゃん']#[['おぼっちゃん']]#2#['&n;']#['son (of others)', 'boy', 'young master']
['片口鰯']#[['かたくちいわし'], ['カタクチイワシ']]#2#['&n;']#['Japanese anchovy (Engraulis japonica)']
['刻刻']#[['ぎざぎざ'], ['ギザギザ']]#2#['&n;']#['notches', 'serration', 'indentation', 'jaggies (stair-step artifacts in computer images)']
['ぎっくり腰']#[['ぎっくりごし'], ['ギックリごし']]#2#['&n;']#['strained back', 'slipped disk', 'lumbosacral strain']
['くつくつ法師']#[['くつくつぼうし']]#2#['&n;']#['Meimuna opalifera (species of cicada)']
['比べ']#[['くらべ']]#2#['&n;', '&n-suf;']#['contest', 'comparison', 'competition']
['こそ泥']#[['こそどろ'], ['コソどろ']]#2#['&n;']#['sneak thief', 'petty thief', 'cat burglar']
['こたつ布団']#[['こたつぶとん']]#2#['&n;']#['quilt coverlet for a kotatsu', 'kotatsu quilt']
['仕舞った']#[['しまった']]#2#['&int;']#['darn it!', 'darn!', 'oops!', 'oh dear!', 'oh no!']
['せん状骨']#[['せんじょうこつ']]#2#['&n;']#['scaphoid bone (in wrist near thumb)']
['其処']#[['そこ']]#2#['&pn;']#['there (place relatively near listener)']
['其処いら']#[['そこいら']]#2#['&n;']#['that area']
['其処ら']#[['そこら']]#2#['&n;']#['everywhere', 'somewhere', 'approximately', 'that area', 'around there']
['それ処か']#[['それどころか']]#2#['&conj;']#['on the contrary', 'far from it', 'if anything', 'in fact', 'instead']
['乳切り木']#[['ちぎりき'], ['ちぎりぎ']]#2#['&n;']#['weight-chain-pole weapon', 'flail']
['つくつく法師']#[['つくつくぼうし'], ['ツクツクボウシ']]#2#['&n;']#['Meimuna opalifera (species of cicada)']
['何処其処']#[['どこそこ']]#2#['&pn;']#['such-and-such a place']
['何故なら']#[['なぜなら']]#2#['&conj;']#['because', 'the reason is', 'if you want to know why']
['何故ならば']#[['なぜならば']]#2#['&conj;']#['because', 'for', 'the reason why is ...']
['半片']#[['はんぺん'], ['はんぺい']]#2#['&n;']#['pounded fish cake']
['ぶっきら棒']#[['ぶっきらぼう']]#2#['&adj-na;', '&n;']#['curt', 'blunt', 'brusque']
['ペテン師']#[['ペテンし'], ['ぺてんし']]#2#['&n;']#['swindler', 'imposter', 'crook']
['程々']#[['ほどほど']]#2#['&adj-no;', '&n;']#['moderate']
['ボロ布']#[['ボロきれ'], ['ぼろきれ'], ['ボロぬの'], ['ぼろぬの']]#2#['&n;']#['old cloth', 'rag']
['アジア太平洋地域']#[['アジアたいへいようちいき']]#2#['&n;']#['Asia-Pacific region']
['アナログデジタル変換器']#[['アナログデジタルへんかんき']]#2#['&n;']#['analog-digital converter', 'AD converter', 'ADC']
['アパート荒らし']#[['アパートあらし']]#2#['&n;']#['apartment house robbery (robber)']
['犬薄荷']#[['いぬはっか'], ['イヌハッカ']]#2#['&n;']#['catnip (Nepeta cataria)', 'catmint']
['ガラス綿']#[['ガラスめん']]#2#['&n;']#['glass wool']
['沈菜']#[['キムチ']]#2#['&n;']#['kimchi', 'kimchee', {'_': 'spicy Korean pickled cabbage', '$': {'g_type': 'expl'}}]
['クーポン券']#[['クーポンけん']]#2#['&n;']#['coupon (ticket)']
['久留子']#[['クルス']]#2#['&n;']#['cross sign']
['クローン技術']#[['クローンぎじゅつ']]#2#['&n;']#['cloning technology']
['グリーン券']#[['グリーンけん']]#2#['&n;']#['green (car) ticket']
['コスト効率']#[['コストこうりつ']]#2#['&n;']#['cost effectiveness']
['洋杯']#[['コップ']]#2#['&n;']#['glass (drinking vessel)', 'tumbler']
['コマ割り']#[['コマわり']]#2#['&n;']#['panel layout']
['コロンブスの卵']#[['コロンブスのたまご']]#2#['&n;']#[\"Columbus' egg\"]
['コンシューマ向け製品']#[['コンシューマむけせいひん']]#2#['&n;']#['consumer products']
['コンシューマ製品']#[['コンシューマせいひん']]#2#['&n;']#['consumer goods', 'consumer products']
['サーボ機構']#[['サーボきこう']]#2#['&n;']#['servomechanism']
['シフト演算機構']#[['シフトえんざんきこう']]#2#['&n;']#['shift arithmetic unit']
['ステップ応答']#[['ステップおうとう']]#2#['&n;']#['step response']
['スプリンクラー設備']#[['スプリンクラーせつび']]#2#['&n;']#['sprinkler system']
['セーム革']#[['セームがわ']]#2#['&n;']#['chamois leather']
['セールス戦略']#[['セールスせんりゃく']]#2#['&n;']#['sales strategy']
