Kanji,Reading,JLPT,Type,Meaning
['ＡＢＣ順'],[['エービーシーじゅん']],3,['&n;'],['alphabetical order']
['おけさ節'],[['おけさぶし']],3,['&n;'],['style of Japanese folk song associated with Niigata Prefecture']
['お蔭様'],[['おかげさま']],3,['&n;'],"[""(someone's) assistance"", 'help', 'aid', 'kindness', 'goodwill']"
['お化け'],"[['おばけ'], ['オバケ']]",3,['&n;'],"['ghost', 'apparition']"
['お客さん'],[['おきゃくさん']],3,['&n;'],"['guest', 'visitor']"
['お客様'],[['おきゃくさま']],3,['&n;'],"['guest', 'visitor']"
['お結び'],[['おむすび']],3,['&n;'],['rice ball']
['お好み焼き'],[['おこのみやき']],3,['&n;'],"['okonomiyaki', {'_': 'savoury pancake containing meat or seafood and vegetables', '$': {'g_type': 'expl'}}]"
['お札'],[['おさつ']],3,['&n;'],"['bill', 'note (currency)']"
['お子様'],[['おこさま']],3,['&n;'],"[""(someone else's) child""]"
['お歯黒'],"[['おはぐろ'], ['かね'], ['てっしょう']]",3,['&n;'],['tooth blackening']
['お守り'],[['おまもり']],3,['&n;'],"['charm', 'amulet']"
['お手玉'],[['おてだま']],3,['&n;'],"['beanbag', 'beanbag juggling game']"
['お手伝いさん'],[['おてつだいさん']],3,['&n;'],['maid']
['お食い初め'],[['おくいぞめ']],3,['&n;'],['weaning ceremony']
['お神酒'],[['おみき']],3,['&n;'],"['sacred wine or sake', 'sake offered to the gods']"
['お世辞'],"[['おせじ'], ['おせいじ']]",3,['&n;'],"['flattery', 'compliment']"
['お孫さん'],[['おまごさん']],3,['&n;'],['grandchild']
['お湯'],[['おゆ']],3,['&n;'],['hot water']
['お付き'],[['おつき']],3,['&n;'],"['retainer', 'attendant', 'escort']"
['お母様'],[['おかあさま']],3,['&n;'],['mother']
['お冷'],[['おひや']],3,['&n;'],"['cold (drinking) water', '(glass of) cold water']"
['くわ入れ式'],[['くわいれしき']],3,['&n;'],['ground-breaking ceremony']
['この辺'],[['このへん']],3,['&n;'],"['this area', 'around here']"
['これ等'],[['これら']],3,['&pn;'],['these']
['ゴミ箱'],"[['ゴミばこ'], ['ごみばこ']]",3,['&n;'],"['garbage can', 'rubbish bin', 'trash can', 'dustbin']"
['じゃじゃ馬'],[['じゃじゃうま']],3,['&n;'],['restive horse']
['然して'],"[['そして'], ['しかして']]",3,['&conj;'],"['and', 'and then', 'thus', 'and now', 'and finally']"
['その他'],"[['そのほか'], ['そのた']]",3,"['&exp;', '&n;', '&adj-no;']","['the rest', 'the others']"
['其れ共'],[['それとも']],3,['&conj;'],"['or', 'or else']"
['それ等'],[['それら']],3,['&pn;'],['those (near the second person)']
['点'],"[['ちょぼ'], ['チョボ']]",3,['&n;'],"['dot', 'point', 'mark']"
['どちら様'],[['どちらさま']],3,['&n;'],['who']
['どの位'],"[['どのくらい'], ['どのぐらい']]",3,"['&exp;', '&n;', '&adv;']","['how long', 'how far', 'how much']"
['どん底'],[['どんぞこ']],3,['&n;'],"['very bottom', 'rock bottom']"
['ばら荷'],[['ばらに']],3,['&n;'],"['bulk goods', 'bulk cargo']"
['アーク灯'],[['アークとう']],3,['&n;'],['arc light']
['アウトライト取引'],[['アウトライトとりひき']],3,['&n;'],['outright transaction']
['アナログ計算機'],[['アナログけいさんき']],3,['&n;'],['analog computer']
['アフリカの角'],[['アフリカのつの']],3,"['&exp;', '&n;']",['Horn of Africa']
['アラビア数字'],[['アラビアすうじ']],3,['&n;'],['Arabic numeral']
['アルファ線'],[['アルファせん']],3,['&n;'],['alpha ray']
['以色列'],[['イスラエル']],3,['&n;'],['Israel']
['イスラム教徒'],[['イスラムきょうと']],3,['&n;'],['Muslim']
['印度'],[['インド']],3,['&n;'],['India']
['イ短調'],[['イたんちょう']],3,['&n;'],['A minor']
['イ長調'],[['イちょうちょう']],3,['&n;'],['A major']
['ウィジャ板'],[['ウィジャばん']],3,['&n;'],"['ouija board', 'spirit board', 'talking board']"
['Ｘ線'],[['エックスせん']],3,['&n;'],['X-ray']
['エライザ法'],[['エライザほう']],3,['&n;'],"['enzyme-linked immunoSorbent assay (virus detection method)', 'ELISA']"
['エンジン発動機'],[['エンジンはつどうき']],3,['&n;'],['engine']
['濠太剌利'],[['オーストラリア']],3,['&n;'],['Australia']
['墺太利'],[['オーストリア']],3,['&n;'],['Austria']
['オギノ式'],"[['オギノしき'], ['おぎのしき']]",3,['&n;'],"['Ogino method (of birth control)', 'rhythm method']"
['オブジェクト指向言語'],[['オブジェクトしこうげんご']],3,['&n;'],['object-oriented language']
['カーソル強調'],[['カーソルきょうちょう']],3,['&n;'],['cursored emphasis']
['金糸雀'],"[['カナリア'], ['カナリヤ']]",3,['&n;'],"['canary (esp. the island canary, Serinus canaria)']"
['カバー曲'],[['カバーきょく']],3,['&n;'],"['remake of another artist\'s song (a ""cover"")']"
['カルメ焼き'],[['カルメやき']],3,['&n;'],"['honeycomb toffee', 'sponge toffee', {'_': 'foam candy from heated brown sugar mixed with baking soda', '$': {'g_type': 'expl'}}]"
['ガス欠'],[['ガスけつ']],3,['&n;'],['running out of gasoline (petrol)']
['キリスト教徒'],[['キリストきょうと']],3,['&n;'],['Christian']
['希臘'],"[['ギリシャ'], ['ギリシア'], ['ギリシヤ']]",3,['&n;'],['Greece']
['ギリシャ神話'],"[['ギリシャしんわ'], ['ギリシアしんわ']]",3,['&n;'],['Greek mythology']
['苦力'],"[['クーリー'], ['クリー']]",3,['&n;'],['coolie']
['ケーソン工法'],[['ケーソンこうほう']],3,['&n;'],['caisson method']
['ゲリラ戦'],[['ゲリラせん']],3,['&n;'],['guerrilla warfare']
['ゲリラ兵'],[['ゲリラへい']],3,['&n;'],['guerrilla']
['ゴミ集積場'],[['ゴミしゅうせきじょう']],3,['&n;'],['village garbage collection point']
['サイクルアンドライド方式'],[['サイクルアンドライドほうしき']],3,['&n;'],['cycle and ride system']
['サイン曲線'],[['サインきょくせん']],3,['&n;'],"['sinusoid', 'sine curve']"
['察'],"[['さつ'], ['サツ']]",3,['&n;'],"['cops', 'police']"
['サンプリング周波数'],[['サンプリングしゅうはすう']],3,['&n;'],['sampling frequency']
['シーアンドエア方式'],[['シーアンドエアほうしき']],3,['&n;'],['sea and air system']
['シーソー遊び'],[['シーソーあそび']],3,['&n;'],['seesaw (game)']
['シーリング方式'],[['シーリングほうしき']],3,['&n;'],['ceiling system']
['シールド工法'],[['シールドこうほう']],3,['&n;'],['shield method']
['シアン化合物'],[['シアンかごうぶつ']],3,['&n;'],['cyanide']
['シアン化物'],[['シアンかぶつ']],3,['&n;'],['cyanide']
['シェリー酒'],[['シェリーしゅ']],3,['&n;'],['sherry']
['シグモイド関数'],[['シグモイドかんすう']],3,['&n;'],['sigmoid function']
['シップエア方式'],[['シップエアほうしき']],3,['&n;'],['ship air system']
['シャボン玉'],"[['シャボンだま'], ['しゃぼんだま']]",3,['&n;'],['soap bubble']
['シリアル通信'],[['シリアルつうしん']],3,['&n;'],['serial communication']
['シリアル伝送'],[['シリアルでんそう']],3,['&n;'],['serial transmission']
['ジェット機'],[['ジェットき']],3,['&n;'],"['jet aeroplane', 'jet airplane']"
['牙買加'],[['ジャマイカ']],3,['&n;'],['Jamaica']
['スカッシング関数'],[['スカッシングかんすう']],3,['&n;'],['squashing function']
['スキーの板'],[['スキーのいた']],3,['&n;'],['ski']
['スキャンロン方式'],[['スキャンロンほうしき']],3,['&n;'],['Scanlon plan']
['スケ番'],"[['スケばん'], ['すけばん'], ['スケバン']]",3,['&n;'],"['leader of a female gang', 'leader of a group of delinquent girls']"
['ステップ関数'],[['ステップかんすう']],3,['&n;'],['step function']
['スピード線'],[['スピードせん']],3,['&n;'],"['speed lines', 'lines drawn to represent motion']"
['スポ根'],[['スポこん']],3,['&n;'],"['fighting spirit (in sport)', 'tenacity']"
['ゼロ地点'],[['ゼロちてん']],3,['&n;'],['ground zero']
['ソ連'],"[['ソれん'], ['それん']]",3,['&n;'],"['Soviet Union', 'Union of Soviet Socialist Republics', 'USSR']"
['打'],[['ダース']],3,['&n;'],['dozen']
['ダイヤの指輪'],[['ダイヤのゆびわ']],3,"['&exp;', '&n;']",['diamond ring']
['テキスト終結'],[['テキストしゅうけつ']],3,['&n;'],"['end of text', 'ETX']"
['テレビ局'],[['テレビきょく']],3,['&n;'],['television station']
['テレビ放送'],[['テレビほうそう']],3,['&n;'],['telecast']
['データ通信'],[['データつうしん']],3,['&n;'],['data communication']
['トロイの木馬'],"[['トロイのもくば'], ['トロイアのもくば']]",3,['&n;'],['Trojan horse']
['ト音記号'],[['トおんきごう']],3,['&n;'],"['G clef', 'treble clef']"
['ト短調'],[['トたんちょう']],3,['&n;'],['G minor']
['ト長調'],[['トちょうちょう']],3,['&n;'],['G major']
['ドイツ民主共和国'],[['ドイツみんしゅきょうわこく']],3,['&n;'],['German Democratic Republic (i.e. former East Germany)']
['ドラ息子'],"[['ドラむすこ'], ['どらむすこ']]",3,['&n;'],"['lazy son', 'profligate son']"
['ドル記号'],[['ドルきごう']],3,['&n;'],['dollar sign ($)']
['ドル札'],[['ドルさつ']],3,['&n;'],['dollar bill']
['紐育'],[['ニューヨーク']],3,['&n;'],['New York']
['ニ短調'],[['ニたんちょう']],3,['&n;'],['D minor']
['ニ長調'],[['ニちょうちょう']],3,['&n;'],['D major']
['ノーベル賞'],[['ノーベルしょう']],3,['&n;'],['Nobel Prize']
['ノーベル平和賞'],[['ノーベルへいわしょう']],3,['&n;'],['Nobel Peace Prize']
['ノイマン型'],[['ノイマンがた']],3,['&n;'],['von Neumann architecture']
['ハチ公'],[['ハチこう']],3,['&n;'],"['Hachikō', {'_': 'Akita dog that waited every day at Shibuya station for the return of his owner (1923-1935)', '$': {'g_type': 'expl'}}]"
['ハ音記号'],[['ハおんきごう']],3,['&n;'],['C clef']
['ハ短調'],[['ハたんちょう']],3,['&n;'],['C minor']
['ハ長調'],[['ハちょうちょう']],3,['&n;'],['C major']
['バス停'],[['バスてい']],3,['&n;'],['bus stop']
['バナナの皮'],[['バナナのかわ']],3,"['&exp;', '&n;']","['banana peel', 'banana skin']"
['パイプ役'],[['パイプやく']],3,['&n;'],['mediator']
['パソコン通信'],[['パソコンつうしん']],3,['&n;'],"['online communications', 'personal computer communications (esp. pre-Internet)', 'pre-Internet online service']"
['パラレル通信'],[['パラレルつうしん']],3,['&n;'],['parallel communication']
['パン粉'],[['パンこ']],3,['&n;'],"['breadcrumbs', 'panko']"
['麦酒'],[['ばくしゅ']],3,['&n;'],['beer']
['ビジネススクール入学共通試験'],[['ビジネススクールにゅうがくきょうつうしけん']],3,['&n;'],"['business school entrance test', 'GMAT']"
['ブーリアン関数'],[['ブーリアンかんすう']],3,['&n;'],['Boolean function']
['ブラウン管'],[['ブラウンかん']],3,['&n;'],"['cathode-ray tube', 'CRT', 'Braun tube']"
['勃牙利'],[['ブルガリア']],3,['&n;'],['Bulgaria']
['ブレーク信号'],[['ブレークしんごう']],3,['&n;'],['break signal']
['ブロック番号'],[['ブロックばんごう']],3,['&n;'],['block number']
['プロペラ機'],[['プロペラき']],3,['&n;'],"['propeller-driven aircraft', 'prop plane']"
['ヘ音記号'],[['ヘおんきごう']],3,['&n;'],"['F clef', 'bass clef']"
['ヘ短調'],[['ヘたんちょう']],3,['&n;'],['F minor']
['ヘ長調'],[['ヘちょうちょう']],3,['&n;'],['F major']
['ベトナム戦争'],[['ベトナムせんそう']],3,['&n;'],['Vietnam War (1955-1975)']
['ベニヤ板'],[['ベニヤいた']],3,['&n;'],['plywood']
['ペトリ皿'],[['ペトリざら']],3,['&n;'],['Petri dish']
['ホ短調'],[['ホたんちょう']],3,['&n;'],['E minor']
['ホ長調'],[['ホちょうちょう']],3,['&n;'],['E major']
['マイクロ波'],[['マイクロは']],3,['&n;'],['microwave']
['芒果'],"[['マンゴー'], ['マンゴ']]",3,['&n;'],['mango (Mangifera indica)']
['ミドル級'],[['ミドルきゅう']],3,['&n;'],['middleweight class']
['ミリ波'],[['ミリは']],3,['&n;'],['milli-wave']
['ムール貝'],[['ムールがい']],3,['&n;'],"['moule', 'common (blue) mussel']"
['米'],[['メートル']],3,['&n;'],"['metre', 'meter']"
['メディア王'],[['メディアおう']],3,['&n;'],['media mogul']
['メリケン粉'],[['メリケンこ']],3,['&n;'],['wheat flour']
['莫斯科'],[['モスクワ']],3,['&n;'],['Moscow (Russia)']
['フッ化物'],"[['フッかぶつ'], ['ふっかぶつ']]",3,['&n;'],['fluoride']
['モンテカルロ法'],[['モンテカルロほう']],3,['&n;'],['Monte Carlo method']
['ラー油'],[['ラーユ']],3,['&n;'],"['(Chinese) chili oil', 'chile oil', 'chilli oil']"
['ラベル付け'],[['ラベルづけ']],3,['&n;'],['labeling']
['ランゲルハンス島'],[['ランゲルハンスとう']],3,['&n;'],"['islets of Langerhans', 'pancreatic islets']"
['ランブル鞭毛虫'],[['ランブルべんもうちゅう']],3,['&n;'],"['Giardia lamblia', {'_': 'protozoan parasite of the small intestine that causes giardiasis', '$': {'g_type': 'expl'}}]"
['リーダーシップ的地位'],[['リーダーシップてきちい']],3,['&n;'],['leadership position']
['リーダー交代'],[['リーダーこうたい']],3,['&n;'],['leadership change']
['ローロー船'],[['ローローふね']],3,['&n;'],['roll-on-roll-off ship']
['ロ短調'],[['ロたんちょう']],3,['&n;'],['B minor']
['ロ長調'],[['ロちょうちょう']],3,['&n;'],['B major']
['ワーク取り付け台'],[['ワークとりつけだい']],3,['&n;'],['(manufacturing) fixtures']
['お多福'],[['おたふく']],3,['&n;'],"['homely woman (esp. one with a small low nose, high flat forehead, and bulging cheeks)', 'plain woman']"
['愛'],[['あい']],3,"['&n;', '&n-suf;']","['love', 'affection', 'care']"
['愛し子'],"[['いとしご'], ['まなご']]",3,['&n;'],"['beloved child', 'dear child']"
['愛嬌'],"[['あいきょう'], ['あいぎょう']]",3,['&n;'],"['charm', 'attractiveness', 'amiability', 'winsomeness']"
['愛犬'],[['あいけん']],3,['&n;'],"['pet dog', 'beloved dog']"
['愛犬家'],[['あいけんか']],3,['&n;'],"['dog lover', 'person who loves dogs']"
['愛好家'],[['あいこうか']],3,"['&n;', '&n-suf;']","['enthusiast', 'fan', 'lover', 'devotee', 'aficionado']"
['愛好者'],[['あいこうしゃ']],3,"['&n;', '&n-suf;']","['enthusiast', 'fan', 'lover', 'devotee', 'aficionado']"
['愛国'],[['あいこく']],3,['&n;'],"[""love of one's country"", 'patriotism']"
['愛国者'],[['あいこくしゃ']],3,['&n;'],['patriot']
['愛国心'],[['あいこくしん']],3,['&n;'],"['patriotic feelings', 'patriotism']"
['愛児'],[['あいじ']],3,['&n;'],['beloved child']
['愛車'],[['あいしゃ']],3,['&n;'],"[""(one's) beloved car (or motorcycle, bicycle, etc.)"", ""(one's) wheels""]"
['愛書'],[['あいしょ']],3,['&n;'],['great love of books']
['愛妾'],[['あいしょう']],3,['&n;'],"['beloved concubine', 'favourite concubine (e.g. of the shogun)']"
['愛人'],[['あいじん']],3,['&n;'],"['lover', 'mistress']"
['愛息'],[['あいそく']],3,['&n;'],"['(your) beloved son', 'cute boy']"
['愛知県'],[['あいちけん']],3,['&n;'],['Aichi prefecture (Chūbu area)']
['愛鳥'],[['あいちょう']],3,['&n;'],['pet bird']
['愛弟子'],[['まなでし']],3,['&n;'],"['favorite pupil', 'favourite pupil', ""teacher's pet""]"
['愛読者'],[['あいどくしゃ']],3,['&n;'],"['subscriber', 'reader', 'admirer']"
